Front,Back
信じる,"<b>Word/Phrase</b>: 信じる<br><b>Romaji</b>: shinjiru<br><b>Meaning</b>: trust<br><b>Present Tense</b>: 信じます<br><b>Te-form</b>: 信じて<br><b>Example</b>: 友達が「この薬は絶対に効くよ」と信じて、毎日欠かさず飲み続けている
tomodachi ga ""kono kusuri wa zettai ni kiku yo"" to shinjite, mainichi kakasazu nomitsudukete iru
(My friend believes ""this medicine will definitely work"" and continues to take it without fail every day)

警察は目撃者の証言を信じて、容疑者の行方を追跡し始めたが、新たな証拠が見つからないため捜査は難航している
keisatsu wa mokugekisha no shōgen o shinjite, yōgisha no yukue o tsuiseki shihajimeta ga, aratana shōko ga mitsukaranai tame sōsa wa nankō shite iru
(The police believed the eyewitness's testimony and began tracking the suspect’s whereabouts, but the investigation is struggling because no new evidence has been found)"
死ぬ,"<b>Word/Phrase</b>: 死ぬ<br><b>Romaji</b>: shinu<br><b>Meaning</b>: mati (gak sopan dipake untuk orang)<br><b>Present Tense</b>: 死にます<br><b>Te-form</b>: 死んで<br><b>Example</b>: その事故で多くの人が死んだそうで、家族や友人たちに深い悲しみをもたらした。
Sono jiko de ooku no hito ga shinda sou de, kazoku ya yūjin-tachi ni fukai kanashimi o motarashita.
(Many people reportedly died in that accident, bringing deep sorrow to their families and friends)

長い間病気と闘っていたが、結局彼は静かに息を引き取り、この世を去って死んだ。
Nagai aida byōki to tatakatte ita ga, kekkyoku kare wa shizuka ni iki o hikitori, kono yo o sarite shinda.
(After a long battle with illness, he passed away quietly and left this world in death)"
調べる,"<b>Word/Phrase</b>: 調べる<br><b>Romaji</b>: shiraberu<br><b>Meaning</b>: investigate/search (non physical, e.g. googling)<br><b>Present Tense</b>: 調べます<br><b>Te-form</b>: 調べて<br><b>Example</b>: 調べる前に、まずは図書館で本を借りて、必要な情報を集めることが大切です
shiraberu mae ni, mazu wa toshokan de hon o karite, hitsuyō na jōhō o atsumeru koto ga taisetsu desu
(Before conducting research, it's important to first borrow books from the library and gather the necessary information systematically)

歴史の授業で、江戸時代の文化について詳しく調べることになったので、古文書や資料を読み込んで準備を進めている
rekishi no jugyō de, Edo jidai no bunka ni tsuite kuwashiku shiraberu koto ni natta node, kobunsho ya shiryō o yomikonde junbi o susumete iru
(For history class, I had to thoroughly investigate the culture of the Edo period, so I’ve been reading old documents and materials to prepare)"
知らせる,"<b>Word/Phrase</b>: 知らせる<br><b>Romaji</b>: shiraseru<br><b>Meaning</b>: inform<br><b>Present Tense</b>: 知らせます<br><b>Te-form</b>: 知らせて<br><b>Example</b>: 明日、会議の時間が変更になったことを同僚に正確に知らせ、資料も共有しなければならない
Ashita, kaigi no jikan ga henkō ni natta koto o dōryō ni seikaku ni shirasete, shiryō mo kyōyū shinakereba naranai
(I need to accurately inform my colleague about the meeting time change tomorrow and also share the documents)

来週のイベントが台風接近により中止が決まったので、参加者全員に速やかに知らせ、払い戻し手続きについても説明した
Raishū no ibento ga taifū sekkin ni yori chūshi ga kimatta node, sanka-sha zen'in ni sumiyaka ni shirasete, harai-modoshi tetsuzuki ni tsuite mo setsumei shita
(I promptly informed all participants that next week's event was canceled due to an approaching typhoon and also explained the refund procedure)"
知り合う,"<b>Word/Phrase</b>: 知り合う<br><b>Romaji</b>: shiriau<br><b>Meaning</b>: saling kenal<br><b>Present Tense</b>: 知合います<br><b>Te-form</b>: 知り合って<br><b>Example</b>: 友達の友達を通じて、先月開催された国際交流パーティーで興味深い背景を持つ新しい人と知り合いました
tomodachi no tomodachi o tsūjite, sengetsu kaisai sa re ta kokusai kōryū pātī de kyōmi bukai na haikei o motsu atarashii hito to shiriau mashita
(Through a friend of a friend, I got to know an interesting new person with a unique background at an international exchange party held last month)

その作家と知り合ってから、毎週土曜日の午後を利用して、近所のカフェで一緒に小説の構想を練るようになりました
sono sakka to shiriatte kara, mai shū doyōbi no gogo o riyō shite, kinjo no kafe de issho ni shōsetsu no kōsō o neru yō ni narimashita
(Since getting to know that novelist, we’ve started meeting every Saturday afternoon at a local café to work on plotting our novels together)"
生じる,"<b>Word/Phrase</b>: 生じる<br><b>Romaji</b>: shoujiru<br><b>Meaning</b>: occur<br><b>Present Tense</b>: 生じます<br><b>Te-form</b>: 生じて<br><b>Example</b>: 経済の変動により、予期せぬ支出が生じる場合がある
Keizai no hendō ni yori, yoki senu shishutsu ga shōjiru baai ga aru
(Due to economic fluctuations, unexpected expenses may occasionally occur in financial planning)

新しい法律が施行されると、社会に様々な変化が生じるでしょう
Atarashii hōritsu ga shikō sareru to, shakai ni samazama na henka ga shōjiru deshō
(When a new law is implemented, society will likely experience a wide range of changes in its structure and daily operations)"
育てる,"<b>Word/Phrase</b>: 育てる<br><b>Romaji</b>: sodateru<br><b>Meaning</b>: memelihara, merawat<br><b>Present Tense</b>: 育てます<br><b>Te-form</b>: 育てて<br><b>Example</b>: 母は私を大切に育ててくれたので、今でも心から感謝の気持ちを抱いています
Haha wa watashi o taisetsu ni sodatete kureta node, ima demo kokoro kara kansha no kimochi o idakte imasu
(My mother raised me with great care, so even now I feel deep gratitude from the bottom of my heart)

この希少な蘭の品種は、湿度と温度を細かく管理しながら丁寧に育てる必要があります
Kono kisetsu na ran no hinshu wa, shitsudo to ondo o komakaku kanri shinagara teinei ni sodateru hitsuyō ga arimasu
(This rare orchid variety requires careful cultivation with precise control of humidity and temperature)"
備える,"<b>Word/Phrase</b>: 備える<br><b>Romaji</b>: sonaeru<br><b>Meaning</b>: prepare<br><b>Present Tense</b>: 備えます<br><b>Te-form</b>: 備えて<br><b>Example</b>: この会社は災害に備えて非常食や水、医療キット、発電機を備蓄し、定期的な避難訓練も実施しています
Kono kaisha wa saigai ni sonaete hijōshoku ya mizu, iryō kitto, hatsudenski o bichiku shi, teikiteki na hinan kunren mo jissi shite imasu
(This company stocks emergency food, water, medical kits, and generators in preparation for disasters, and also conducts regular evacuation drills)

新入社員は将来の国際プロジェクトに備えて、語学研修と専門的な技術トレーニングを受け、海外の業務フローにも精通するよう努めています
Shinnyūshain wa shōrai no kokusai purojekuto ni sonaete, gogaku kenshū to senmonteki na gijutsu torēningu o uke, kaigai no gyōmu furō ni mo seitsū suru yō tsutomete imasu
(New employees are undergoing language training and specialized technical workshops to prepare for future international projects, while also striving to familiarize themselves with overseas operational workflows)"
滑る,"<b>Word/Phrase</b>: 滑る<br><b>Romaji</b>: suberu<br><b>Meaning</b>: terpeleset<br><b>Present Tense</b>: 滑ります<br><b>Te-form</b>: 滑って<br><b>Example</b>: 雪が解けて濡れたアスファルトの上を急いで歩いていたら、気づかないうちに足が滑って、持っていた書類が空中に散らばってしまった。

yuki ga tokete nureta asufaruto no ue o isoide aruite ita ra, kizu ka nai uchi ni ashi ga suvette, motte ita shorui ga kūchū ni sanrabatte shimatta.
(While hurrying across wet asphalt where the snow had melted, I slipped without noticing and sent the documents I was holding flying through the air.)

駅の階段を駆け下りようとした瞬間、誰かがこぼしたジュースで足を滑らせ、後ろ向きに倒れそうになって慌てて手すりを掴んだ。

eki no kaidan o kakeoriyō to shita shunkan, dare ka ga koboshita jūsu de ashi o suberase, ushiro-muki ni taore sō ni natte awatete tesuri o tsukanda.
(Just as I tried to rush down the station stairs, my foot slipped on spilled juice, and I nearly fell backward, hastily grabbing the handrail.)"
過ぎる,"<b>Word/Phrase</b>: 過ぎる<br><b>Romaji</b>: sugiru<br><b>Meaning</b>: berlalu, melewati<br><b>Present Tense</b>: 過ぎます<br><b>Te-form</b>: 過ぎて<br><b>Example</b>: この映画は長すぎて、途中で退屈になってしまい、結局最後まで見ずに寝てしまいました
kono eiga wa nagasugite, tochū de taikutsu ni natte shimai, kekkyoku saigo made mizu ni nete shimaimashita
(This movie was too long, and I got bored halfway through, so in the end, I fell asleep without watching it to the finish)

この本は内容が難しすぎて、辞書を引きながら読んでも半分も理解できませんでした
kono hon wa naiyō ga muzukashisugite, jisho o hikinagara yonde mo hanbun mo rikai dekimasen deshita
(The content of this book was too difficult, and even while looking up words in the dictionary as I read, I couldn’t understand even half of it)"
すぎる,"<b>Word/Phrase</b>: すぎる<br><b>Romaji</b>: sugiru<br><b>Meaning</b>: too much<br><b>Present Tense</b>: すぎます<br><b>Te-form</b>: すぎて<br><b>Example</b>: この本は難しすぎて、内容を完全に把握するまでに何時間も費やさなければならないでしょう
kono hon wa muzukashisugite, naiyō o kanzen ni ahaku suru made ni nanjikan mo tsuiyasu nakereba naranai deshō
(This book is too difficult, and it will probably take hours to fully grasp the content)

この映画は長すぎる上に展開が遅すぎるので、クライマックスにたどり着く前に退屈で寝てしまいました
kono eiga wa nagasugiru ue ni tenkai ga ososugiru node, kuraimakkusu ni tadoritsuku mae ni taikutsu de neteshimai mashita
(This movie is too long and the plot develops too slowly, so I got bored and fell asleep before reaching the climax)"
過ごす,"<b>Word/Phrase</b>: 過ごす<br><b>Romaji</b>: sugosu<br><b>Meaning</b>: spend (time)<br><b>Present Tense</b>: 過ごします<br><b>Te-form</b>: 過ごして<br><b>Example</b>: 夏休みは家族と一緒に海で過ごしました。そして、毎日美味しい海の幸を食べました
Natsu yasumi wa kazoku to issho ni umi de sugoshimashita. Soshite, mainichi oishii umi no sachi o tabemashita.
(During my summer vacation, I spent time with my family at the beach, and we enjoyed delicious seafood every single day)

冬の休日は家でゆっくり過ごしたいです。友達と会うのも楽しみですが、時々一人で過ごす時間も大切です
Fuyu no kyūjitsu wa ie de yukkuri sugoshitai desu. Tomodachi to au no mo tanoshimi desu ga, tokidoki hitori de sugosu jikan mo taisetsu desu.
(During winter holidays, I want to spend my days relaxing at home, and though I enjoy meeting friends, I also value the quiet moments I spend by myself)"
済ませる,"<b>Word/Phrase</b>: 済ませる<br><b>Romaji</b>: sumaseru<br><b>Meaning</b>: menyelesaikan<br><b>Present Tense</b>: 済ませます<br><b>Te-form</b>: 済ませて<br><b>Example</b>: 宿題を済ませてから、大学の図書館で必要な資料を探し、その後友達と映画を見に行きました
shukudai o sumasete kara, daigaku no toshokan de hitsuyō na shiryō o sagashi, sono go tomodachi to eiga o mi ni ikimashita
(after finishing my homework, I searched for the necessary materials at the university library, then went to watch a movie with my friends)

この週末は、長時間放置していた買い物リストの品を全て買い、部屋の大掃除を済ませて、残りの時間をゆっくりと過ごしたいです
kono shūmatsu wa, chōjikan hōchi shite ita kaimono risuto no shina o subete kai, heya no ōsōji o sumasete, nokori no jikan o yukkuri to sugoshitai desu
(this weekend, I want to buy all the items on my long-neglected shopping list, finish deep-cleaning my room, then spend the remaining time relaxing)"
